TreeID,Species,Height_m,DBH_cm_hlayer_0.5,DBH_cm_hlayer_0.1,DBH_cm_hlayer_0.05,Stem_coverage,Point Count,dbh (cm),Biomass_stem,Biomass_branch,id,voxel_size,0-1.3m Total,1.3-8m Total,8-14m Total,14+m Total,0-1.3m Stem,1.3-8m Stem,8-14m Stem,14+m Stem,0-1.3m Foliage,1.3-8m Foliage,8-14m Foliage,14+m Foliage
1079,Pine,23.793,30.6292103951502,30.5506977061416,30.5357519767012,0.781742529315343,6294850,30.5357519767012,2333.2746486288743,765.4169349867994,1079,0.4,227.48502797879166,1115.4890843929045,587.0942088617669,1168.6232623822216,190.66088060388105,932.1198607300852,360.137218918442,338.95267662912187,36.82414737491061,183.3692236628193,226.95698994332497,829.6705857530997
1080,Pine,23.046,20.5419085923196,20.3404736590024,20.3507671325987,0.503341143799357,9867087,20.3404736590024,1938.3425221200491,649.1242095371002,1080,0.4,68.9433193314805,726.8222657845349,876.4401886541284,915.2609578870238,37.84878161892322,479.4179005063608,454.18537942707866,0.0,31.094537712557276,247.40436527817408,422.2548092270497,915.2609578870238
1081,Pine,20.77,20.1274952824549,20.1033071993957,20.0926496419215,0.635002407318247,379459,20.0926496419215,1700.099308005486,729.6465019843602,1081,0.4,272.5945388730784,689.5409120939823,835.7708580372209,631.83950098556,145.97083320997896,419.66614547868954,510.8979162349264,0.0,126.62370566309944,269.87476661529286,324.8729418022946,631.83950098556
1082,Spruce,21.233,23.0862252070239,23.3362815353955,23.4710032221701,0.687608910657939,5735394,23.0862252070239,1942.4932979921311,1655.9336968042655,1082,0.4,133.4836457176116,1271.2356707571003,1358.441392526363,835.2662857953444,74.73507068410561,535.6013399027572,672.615636156951,49.8233804560704,58.748575033506,735.634330854343,685.825756369412,785.442905339274
1083,Spruce,23.09975,21.2845201674201,21.1190957939455,21.148551194128,0.631554454052532,7814356,21.1190957939455,2092.0702568789616,1474.6455474864476,1083,0.4,164.85590548098537,1292.7814212694002,1432.7966385476157,676.2818390673966,85.95019001336777,530.0261717491011,615.9763617624691,85.95019001336777,78.90571546761758,762.7552495202991,816.8202767851466,590.3316490540288
1084,Spruce,16.249,15.6013904260047,15.4374969874745,15.486532517864,0.664594744291954,2629732,15.4374969874745,1154.0506872925455,1538.1926973559346,1084,0.4,307.8082356823912,1410.9986497720934,875.560258859111,97.87624033488999,136.93954492826109,513.5232934809791,114.11628744021756,0.0,170.86869075413014,897.4753562911142,761.4439714188934,97.87624033488999
1085,Pine,23.181,30.2557370619557,30.1606604953545,30.1542196146635,0.776497994046847,2085415,30.1542196146635,2250.9251744836292,785.5401476030006,1085,0.4,262.10269151906806,857.2604348188775,707.9880388908801,1209.1141568578073,90.29271864884431,812.6344678395986,541.7563118930663,300.9757288294811,171.80997287022376,44.625966979278836,166.2317269978139,908.1384280283261
1086,Spruce,20.619,22.9041518256661,22.891424048945,22.8916932275105,0.756583733449731,3685639,22.891424048945,1864.0795037971834,1684.9148885296868,1086,0.4,300.08591173737324,1266.2708206772477,1165.0305872975844,817.6070726146909,203.58052861738236,763.4269823151847,305.3707929260736,135.72035241158824,96.5053831199909,502.8438383620631,859.6597943715108,681.8867202031026
1089,Spruce,21.4353333333333,25.9931570073717,26.1830876004907,26.2765405864375,0.793075296239851,1889546,25.9931570073717,2057.7487396065494,1749.7572180396048,1089,0.4,361.6224159431002,697.9173942712644,1055.6403553800785,1692.3257920516858,230.11090932555746,498.57363687204116,575.2772733138935,325.99045487787305,131.51150661754272,199.34375739922316,480.363082066185,1366.3353371738128
1090,Spruce,20.099,38.6603597026595,38.2186946551862,38.1758403887405,0.655853525050997,896925,38.1758403887405,2130.9046074181974,2157.6118184645056,1090,0.4,174.59081277602021,918.9525978009951,1445.3859215288142,1749.5870937768195,154.87715538135137,774.3857769067569,464.6314661440541,0.0,19.713657394668832,144.5668208942383,980.75445538476,1749.5870937768195
1092,Pine,23.522,31.8716040255712,31.8812691272345,31.8540872593859,0.807669415865998,3453917,31.8540872593859,2328.9829157131117,789.3108957754644,1092,0.4,130.12835936147334,618.1899802018831,898.3145494365872,1471.6609224886022,105.23053024469141,571.2514498997532,721.5807788207408,481.0538525471606,24.897829116781928,46.938530302129976,176.73377061584637,990.6070699414415
